Title_ID,Title,Type,Category,Date_Added,Rating,Description
tid577,The BFG,Movie,"Children & Family Movies, Dramas",2021-03-15,PG,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.
tid578,Çarsi Pazar,Movie,"Comedies, International Movies",2021-03-12,TV-MA,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.
tid579,Just In Time,Movie,"Comedies, Dramas, International Movies",2021-03-12,TV-G,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.
tid580,Mucize,Movie,"Dramas, International Movies",2021-03-12,TV-14,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all."
tid581,Paper Lives,Movie,"Dramas, International Movies",2021-03-12,TV-MA,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
tid582,Romantik Komedi,Movie,"Comedies, International Movies, Romantic Movies",2021-03-12,TV-MA,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures."
tid583,Romantik Komedi 2: Bekarlığa Veda,Movie,"Comedies, International Movies, Romantic Movies",2021-03-12,TV-MA,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party."
tid584,YES DAY,Movie,"Children & Family Movies, Comedies",2021-03-12,PG,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
tid585,You're Everything To Me,Movie,"Comedies, Dramas, Independent Movies",2021-03-12,TV-PG,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
tid586,Coven of Sisters,Movie,"Dramas, Independent Movies, International Movies",2021-03-11,TV-MA,"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
tid587,Generasi 90an: Melankolia,Movie,"Dramas, International Movies",2021-03-11,TV-14,"After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
tid588,The Block Island Sound,Movie,"Horror Movies, Independent Movies",2021-03-11,TV-MA,"On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
tid589,Dealer,TV Show,"Crime TV Shows, International TV Shows, TV Action & Adventure",2021-03-10,TV-MA,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
tid590,Bombay Rose,Movie,"Dramas, Independent Movies, International Movies",2021-03-08,PG-13,"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
tid591,Aelay,Movie,"Comedies, Dramas, Independent Movies",2021-03-05,TV-14,"A son stoically returns to his village upon his father’s death, recalling their chilly dynamic before a bizarre event disrupts his visit."
tid592,Dogwashers,Movie,"Comedies, Dramas, International Movies",2021-03-05,TV-MA,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?"
tid593,Fate of Alakada,Movie,"Comedies, International Movies",2021-03-05,TV-14,"Faking her way through any situation, a social media influencer poses as an event planner and is tasked with throwing an extravagant, star-studded bash."
tid594,Sentinelle,Movie,"Action & Adventure, Dramas, International Movies",2021-03-05,TV-MA,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister."
tid595,Mariposa,Movie,"Comedies, International Movies, Romantic Movies",2021-03-04,TV-14,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure."
tid596,Parker,Movie,Action & Adventure,2021-03-04,R,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score."
tid597,Safe Haven,Movie,"Dramas, Romantic Movies",2021-03-04,PG-13,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret."
tid598,Moxie,Movie,"Comedies, Dramas, Music & Musicals",2021-03-03,PG-13,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school."
tid599,Black or White,Movie,Dramas,2021-03-02,PG-13,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.
tid600,Indoo Ki Jawani,Movie,"Action & Adventure, Comedies, International Movies",2021-03-02,TV-14,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated."
tid601,Biggie: I Got a Story to Tell,Movie,"Documentaries, Music & Musicals",2021-03-01,R,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
tid602,Dances with Wolves,Movie,"Action & Adventure, Classic Movies, Dramas",2021-03-01,PG-13,"On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats."
tid603,How to Be Really Bad,Movie,"Comedies, International Movies",2021-03-01,TV-14,"The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth."
