Title_ID,Title,Type,Category,Date_Added,Rating,Description
tid2635,Alex Strangelove,Movie,"Comedies, Dramas, Independent Movies",2018-06-08,TV-MA,High school senior Alex Truelove's plan to lose his virginity to lovable girlfriend Claire goes awry when he meets the equally lovable Elliot.
tid2636,Ali's Wedding,Movie,"Comedies, Independent Movies, International Movies",2018-06-08,TV-MA,"After telling a white lie that spins out of control, the son of an Iraqi-born cleric in Melbourne becomes torn between family duty and his own heart."
tid2637,Franco Escamilla: Por la anécdota,Movie,Stand-Up Comedy,2018-06-08,TV-MA,Mexican stand-up comedian Franco Escamilla draws his jokes from real-life experiences – and he's willing to do anything for new material.
tid2638,B.A. Pass 2,Movie,"Dramas, International Movies",2018-06-01,TV-14,"A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love."
tid2639,Bad Genius,Movie,"Dramas, International Movies, Thrillers",2018-06-01,TV-MA,A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
tid2640,Outside In,Movie,"Dramas, Independent Movies",2018-06-01,TV-MA,"After serving time for a crime he didn’t commit, a 38-year-old man forms a complicated, life-altering bond with the woman who advocated for his early release."
tid2641,Pedal the World,Movie,"Documentaries, International Movies, Sports Movies",2018-06-01,TV-MA,"Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries."
tid2642,Sara's Notebook,Movie,"Dramas, International Movies, Thrillers",2018-05-26,TV-MA,"A naive Madrid lawyer travels to Africa to search for her younger sister, who has gone missing in a part of Congo plagued by violence and strife."
tid2643,Fernando Sanjiao: Hombre,Movie,Stand-Up Comedy,2018-05-25,TV-MA,Argentine actor and comedian Fernando Sanjiao uses humor and impersonations to explore the concepts of masculinity and fatherhood in modern times.
tid2644,Ibiza,Movie,"Comedies, Romantic Movies",2018-05-25,TV-MA,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
tid2645,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Movie,Stand-Up Comedy,2018-05-25,TV-14,"Longtime pals and showbiz icons Steve Martin and Martin Short share countless quips, catchy tunes and hilarious stories about their lives in comedy."
tid2646,Tig Notaro Happy To Be Here,Movie,Stand-Up Comedy,2018-05-22,TV-14,"Comedian Tig Notaro unleashes her inner prankster in a playful stand-up special packed with funny anecdotes, parenting confessions and more."
tid2647,Catching Feelings,Movie,"Comedies, International Movies, Romantic Movies",2018-05-18,TV-MA,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author."
tid2648,Katt Williams: American Hustle (The Movie),Movie,Stand-Up Comedy,2018-05-17,TV-MA,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
tid2649,Aiyaary,Movie,"Action & Adventure, Dramas, International Movies",2018-05-15,TV-MA,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs."
tid2650,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Movie,"Action & Adventure, Anime Features, Classic Movies",2018-05-15,PG-13,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
tid2651,Ali Wong: Hard Knock Wife,Movie,Stand-Up Comedy,2018-05-13,TV-MA,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood."
tid2652,Spivak,Movie,"Comedies, Independent Movies",2018-05-12,TV-MA,Struggling writer Wally Spivak is stuck in a rut – until he meets an engaged couple and starts to see life in a whole new way.
tid2653,Carlos Ballarta: Furia Ñera,Movie,Stand-Up Comedy,2018-05-11,TV-MA,Mexican comic Carlos Ballarta mocks himself and points out the absurdities of parenthood and how he uses his wife's pregnancies to avoid commitments.
tid2654,The Kissing Booth,Movie,"Comedies, Romantic Movies",2018-05-11,TV-14,"When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend."
tid2655,Hari Kondabolu: Warn Your Relatives,Movie,Stand-Up Comedy,2018-05-08,TV-MA,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
tid2656,My Fuhrer,Movie,"Comedies, International Movies",2018-05-07,TV-14,Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
tid2657,Family Blood,Movie,Horror Movies,2018-05-05,TV-MA,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension."
tid2658,Pup Star: World Tour,Movie,"Children & Family Movies, Comedies, Music & Musicals",2018-05-05,G,"Talented pooches from around the world compete to be the next Pup Star, but behind-the-scenes schemes threaten to ruin the fun."
tid2659,Anon,Movie,"Dramas, Sci-Fi & Fantasy, Thrillers",2018-05-04,TV-MA,"In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records."
tid2660,Dany Boon: Des Hauts De France,Movie,Stand-Up Comedy,2018-05-04,TV-MA,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
tid2661,Forgive Us Our Debts,Movie,"Dramas, International Movies",2018-05-04,TV-MA,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs."
tid2662,Lo más sencillo es complicarlo todo,Movie,"Comedies, International Movies, Romantic Movies",2018-05-04,TV-14,"When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
tid2663,Manhunt,Movie,"Action & Adventure, International Movies",2018-05-04,TV-MA,A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.
tid2664,Thi Mai,Movie,"Comedies, Dramas, International Movies",2018-05-04,TV-MA,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt."
tid2665,Si saben cómo me pongo ¿pá qué me invitan?,Movie,"Comedies, International Movies",2018-05-03,TV-MA,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
tid2666,Jailbreak,Movie,"Action & Adventure, International Movies",2018-05-02,TV-MA,Four cops escorting a mobster to a high-security prison fight for survival when a gang boss orchestrates a riot from outside to silence their charge.
tid2667,Ajji,Movie,"Dramas, International Movies",2018-05-01,TV-MA,"When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge."
tid2668,CIA: Comrade in America,Movie,"Action & Adventure, Dramas, Independent Movies",2018-05-01,TV-14,"A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
tid2669,Darc,Movie,"Action & Adventure, Independent Movies",2018-05-01,TV-MA,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
tid2670,Despido Procedente,Movie,"Comedies, International Movies",2018-05-01,TV-MA,"A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby, who demands compensation for the error."
tid2671,John Mulaney: Kid Gorgeous at Radio City,Movie,Stand-Up Comedy,2018-05-01,TV-MA,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
tid2672,My Perfect Romance,Movie,"Comedies, International Movies, Romantic Movies",2018-05-01,PG,"Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
tid2673,Pocoyo & The Space Circus,Movie,Movies,2018-05-01,TV-Y,"Acrobatic aliens arrive on spaceships and perform for everyone, but when angry aliens arrive as well, Pocoyo and his friends must now put on a show."
tid2674,Sometimes,Movie,"Dramas, International Movies",2018-05-01,TV-14,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
tid2675,The Clapper,Movie,"Comedies, Dramas, Independent Movies",2018-05-01,R,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight."
tid2676,Toc Toc,Movie,"Comedies, International Movies",2018-05-01,TV-MA,"A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
tid2677,Running Shaadi,Movie,"Comedies, International Movies, Romantic Movies",2018-04-30,TV-14,"A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot."
tid2678,The Price of Success,Movie,"Dramas, International Movies",2018-04-30,TV-MA,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame."
tid2679,Candy Jar,Movie,"Children & Family Movies, Dramas, Romantic Movies",2018-04-27,TV-14,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.
tid2680,Holy Goalie,Movie,"Comedies, International Movies, Sports Movies",2018-04-27,TV-MA,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.
tid2681,The Week Of,Movie,Comedies,2018-04-27,TV-14,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.
tid2682,Enissa Amani: Ehrenwort,Movie,Stand-Up Comedy,2018-04-26,TV-MA,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette."
tid2683,Bill Nye: Science Guy,Movie,Documentaries,2018-04-25,TV-PG,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence."
tid2684,Fishtronaut: The Movie,Movie,Children & Family Movies,2018-04-25,TV-Y,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too."
tid2685,Psychokinesis,Movie,"Action & Adventure, Comedies, International Movies",2018-04-25,TV-MA,"Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for."
tid2686,Kevin James: Never Don't Give Up,Movie,Stand-Up Comedy,2018-04-24,TV-PG,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more."
tid2687,Dude,Movie,"Comedies, Dramas, Independent Movies",2018-04-20,TV-MA,Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.
tid2688,Kodachrome,Movie,"Comedies, Dramas",2018-04-20,TV-MA,"A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film."
tid2689,All The Reasons To Forget,Movie,"Comedies, Dramas, International Movies",2018-04-19,TV-MA,A Brazilian man tries a myriad of ways to get over his breakup with his girlfriend but is surprised to learn it's more difficult than he anticipated.
tid2690,Beyond Skyline,Movie,"Action & Adventure, Sci-Fi & Fantasy",2018-04-15,R,"In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives."
tid2691,Come Sunday,Movie,"Dramas, Faith & Spirituality, Independent Movies",2018-04-13,TV-14,A crisis of faith sets renowned fundamentalist preacher Carlton Pearson on a new spiritual path that jeopardizes everything he holds dear.
tid2692,I Am not an Easy Man,Movie,"Comedies, International Movies, Romantic Movies",2018-04-13,TV-MA,A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
tid2693,Pickpockets,Movie,"Dramas, Independent Movies, International Movies",2018-04-12,TV-MA,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.
tid2694,Greg Davies: You Magnificent Beast,Movie,Stand-Up Comedy,2018-04-10,TV-MA,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
tid2695,6 Balloons,Movie,"Dramas, Independent Movies",2018-04-06,TV-MA,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.
tid2696,Amateur,Movie,"Dramas, Independent Movies, Sports Movies",2018-04-06,TV-MA,"After he's recruited to an elite prep school, a 14-year-old basketball phenom is confronted by corruption and greed in amateur sports."
tid2697,Orbiter 9,Movie,"Dramas, International Movies, Sci-Fi & Fantasy",2018-04-06,TV-14,A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.
tid2698,"Ram Dass, Going Home",Movie,"Documentaries, Faith & Spirituality",2018-04-06,TV-14,"From his home on Maui, pioneering researcher, author and spiritual teacher Ram Dass reflects on love, life and death as his own days draw to a close."
tid2699,Seth Rogen's Hilarity for Charity,Movie,Stand-Up Comedy,2018-04-06,TV-MA,"Seth Rogen and friends combine stand-up, sketches and music for an outrageous comedy special that could only come from the mind of Seth."
tid2700,Sun Dogs,Movie,"Comedies, Dramas, Independent Movies",2018-04-06,TV-MA,"Rejected by the Marines but eager to serve his country after 9/11, a simple-minded man performs amateur terrorist surveillance with a young runaway."
tid2701,Todo lo que sería Lucas Lauriente,Movie,Stand-Up Comedy,2018-04-06,TV-MA,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals."""
tid2702,Day of the Dead: Bloodline,Movie,"Horror Movies, Independent Movies",2018-04-05,R,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic."
tid2703,Fary Is the New Black,Movie,Stand-Up Comedy,2018-04-03,TV-MA,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special."
tid2704,Ittefaq,Movie,"Dramas, International Movies, Thrillers",2018-04-03,TV-MA,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
tid2705,A Sort of Family,Movie,"Dramas, International Movies, Thrillers",2018-04-01,TV-14,An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.
tid2706,Billu,Movie,"Dramas, International Movies",2018-04-01,TV-PG,"An Indian village is abuzz with news that a major movie star is coming to town – even more so because the town barber went to school with him. But as the day of the actor's visit approaches, the humble barber begins to worry he won't be recognized."
tid2707,John Mulaney: New in Town,Movie,Stand-Up Comedy,2018-04-01,TV-MA,"Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom."
tid2708,Main Hoon Na,Movie,"Action & Adventure, Comedies, Dramas",2018-04-01,TV-14,Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.
tid2709,Metro,Movie,"Dramas, International Movies, Thrillers",2018-04-01,TV-14,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands."
tid2710,Om Shanti Om,Movie,"Comedies, Dramas, International Movies",2018-04-01,TV-14,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze."
tid2711,Paheli,Movie,"Dramas, International Movies, Romantic Movies",2018-04-01,TV-PG,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.
tid2712,Phir Bhi Dil Hai Hindustani,Movie,"Comedies, Dramas, International Movies",2018-04-01,TV-14,"In this Bollywood entertainment, two journalists, Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other."
tid2713,Revolt,Movie,"Action & Adventure, Sci-Fi & Fantasy",2018-03-31,R,"Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside."
tid2714,First Match,Movie,"Dramas, Independent Movies, Sports Movies",2018-03-30,TV-MA,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.
tid2715,Happy Anniversary,Movie,"Comedies, Romantic Movies",2018-03-30,TV-MA,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.
tid2716,Sofía Niño de Rivera: Selección Natural,Movie,Stand-Up Comedy,2018-03-30,TV-MA,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals."
tid2717,The Titan,Movie,"Dramas, Sci-Fi & Fantasy, Thrillers",2018-03-30,TV-MA,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man."
tid2718,Trailer Park Boys: Countdown to Liquor Day,Movie,"Comedies, Cult Movies",2018-03-30,R,"After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes."
tid2719,Trailer Park Boys: The Movie,Movie,"Comedies, Cult Movies",2018-03-30,R,"In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change."
tid2720,James Acaster: Repertoire,TV Show,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",2018-03-27,TV-14,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
tid2721,Birdshot,Movie,"Dramas, International Movies, Thrillers",2018-03-26,TV-MA,"A sheltered farm girl inadvertently shoots an endangered Philippine eagle, setting off a police investigation that exposes violence and corruption."
tid2722,"Game Over, Man!",Movie,"Action & Adventure, Comedies",2018-03-23,TV-MA,Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
tid2723,Layla M.,Movie,"Dramas, International Movies",2018-03-23,TV-MA,"In response to the repeated bigotry she faces, a Muslim teen in Amsterdam tries to find a sense of belonging in the world of fundamentalist Islam."
tid2724,Paradox,Movie,"Dramas, Independent Movies, Music & Musicals",2018-03-23,TV-MA,Neil Young and his band of outlaws sow seeds of strange mischief and musical wonder under Western skies in this dreamlike film by Daryl Hannah.
tid2725,Roxanne Roxanne,Movie,"Dramas, Music & Musicals",2018-03-23,TV-MA,"She grew up in a tough New York neighborhood in the '80s and made history with ""Roxanne's Revenge."" The story of teen battle rap champ Roxanne Shante."
tid2726,Secret Superstar,Movie,"Dramas, International Movies, Music & Musicals",2018-03-23,TV-14,A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
tid2727,Benji,Movie,"Children & Family Movies, Dramas",2018-03-16,TV-PG,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.
tid2728,In This Corner of the World,Movie,"Anime Features, Children & Family Movies, International Movies",2018-03-15,PG-13,"Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive."
tid2729,Jag älskar dig: En skilsmässokomedi,Movie,"Comedies, Dramas, International Movies",2018-03-15,TV-MA,"Tired of her passionless marriage, Marianne wants a separation from her husband, Gustav, who, in response, decides to make a big change of his own."
tid2730,The Art of Loving,Movie,"Dramas, International Movies",2018-03-15,TV-MA,"During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex."
tid2731,Steel Rain,Movie,"Action & Adventure, Dramas, International Movies",2018-03-14,TV-MA,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war."
tid2732,Ricky Gervais: Humanity,Movie,Stand-Up Comedy,2018-03-13,TV-MA,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally."
tid2733,Stretch Armstrong: The Breakout,Movie,Children & Family Movies,2018-03-13,TV-Y7,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos."
tid2734,A.I.C.O.,TV Show,"Anime Series, International TV Shows",2018-03-09,TV-14,Everything Aiko knew was a lie. Now she's joining a team of Divers to reach the place where the Burst began to stop it for good and save her family.
tid2735,The Outsider,Movie,"Dramas, Thrillers",2018-03-09,TV-MA,"An American soldier imprisoned in postwar Japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom."
tid2736,Bullet Head,Movie,"International Movies, Thrillers",2018-03-07,R,"After a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive."
tid2737,Gad Elmaleh: American Dream,Movie,Stand-Up Comedy,2018-03-06,TV-14,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more."
tid2738,Malena Pichot: Estupidez compleja,Movie,Stand-Up Comedy,2018-03-02,TV-MA,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner."
tid2739,Natalia Valdebenito: El especial,Movie,Stand-Up Comedy,2018-03-02,TV-MA,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women."
tid2740,Ravenous,Movie,"Horror Movies, International Movies",2018-03-02,TV-MA,"As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller."
tid2741,Battle Drone,Movie,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",2018-03-01,TV-MA,"A team of mercenaries working with the CIA accepts an off-the-books mission in Chernobyl, where deadly human-controlled droids prepare an ambush."
tid2742,Dil Se,Movie,"Dramas, International Movies, Romantic Movies",2018-03-01,TV-14,A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.
tid2743,Guru,Movie,"Dramas, International Movies",2018-03-01,TV-PG,Ambitious Gurukant Desai ignores his father's advice and leaves his village to find success in Turkey.
tid2744,Judwaa 2,Movie,"Action & Adventure, Comedies, International Movies",2018-03-01,TV-14,"Separated at birth, twins Raja and Prem couldn't be more different. But when fate puts them both in London, they start being mistaken for each other."
tid2745,Love Beats Rhymes,Movie,"Dramas, Music & Musicals, Romantic Movies",2018-03-01,R,"After enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry."
tid2746,Schubert In Love,Movie,"Comedies, International Movies",2018-03-01,TV-14,"The last of his family line, Olaf Schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring."
tid2747,Shubh Aarambh,Movie,"Dramas, International Movies, Romantic Movies",2018-03-01,TV-PG,"As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship."
tid2748,Something Huge,Movie,"Comedies, Independent Movies, International Movies",2018-03-01,TV-MA,"A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep."
tid2749,Swades,Movie,"Dramas, International Movies",2018-03-01,TV-PG,An Americanized NASA scientist returns to his native India on a business trip and searches for the nanny who helped raise him.
tid2750,Swearnet Live,Movie,"Comedies, International Movies",2018-03-01,TV-MA,"""Trailer Park Boys"" John Paul Tremblay, Robb Wells and Mike Smith host this foulmouthed live kick-off of their Web-based Swearnet network."
tid2751,Trailer Park Boys Live at the North Pole,Movie,Movies,2018-03-01,TV-MA,Bubbles's plan to spread the true meaning of Christmas is dashed by Julian's wish to cash in on the holiday and Ricky's quest to meet the real Santa.
tid2752,Trailer Park Boys Live In F**kin' Dublin,Movie,Movies,2018-03-01,TV-MA,The boys head to Ireland after winning a contest to see Rush but are arrested by immigration and must perform a community service puppet show.
tid2753,Trailer Park Boys: Say Goodnight to the Bad Guys,Movie,"Comedies, Cult Movies",2018-03-01,TV-MA,"A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again."
tid2754,Trailer Park Boys: Xmas Special,Movie,Movies,2018-03-01,TV-MA,"See what Sunnyvale Trailer Park was like back in the day, featuring Randy as a prostitute, J-Roc before he rapped and Barb and Lahey still together."
tid2755,Tu Hai Mera Sunday,Movie,"Comedies, Independent Movies, International Movies",2018-03-01,TV-14,"When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai."
tid2756,Yuva,Movie,"Dramas, International Movies",2018-03-01,TV-14,"An accident on a bridge ties together three young men from different social classes, sparking a course of events that will forever alter their lives."
tid2757,반드시 잡는다,Movie,"Dramas, International Movies, Thrillers",2018-02-28,TV-MA,"After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago."
tid2758,Marlon Wayans: Woke-ish,Movie,Stand-Up Comedy,2018-02-27,TV-MA,"Rollicking, outrageous and audacious, Marlon Wayans gets raw on racism, age-appropriate rap rhymes, gay rights, raising kids and even the Kardashians."
tid2759,Veronica,Movie,"Horror Movies, International Movies, Thrillers",2018-02-25,TV-MA,"In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment."
tid2760,Mute,Movie,"Sci-Fi & Fantasy, Thrillers",2018-02-23,TV-MA,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
tid2761,Forgotten,Movie,"Dramas, International Movies, Thrillers",2018-02-21,TV-MA,"When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping."
tid2762,FullMetal Alchemist,Movie,"Action & Adventure, Dramas, International Movies",2018-02-19,TV-PG,"While alchemist Edward Elric searches for a way to restore his brother Al's body, the military government and mysterious monsters are watching closely."
tid2763,Agustín Aristarán: Soy Rada,Movie,Stand-Up Comedy,2018-02-16,TV-MA,"Argentine comedian Agustín ""Radagast"" Aristarán adds doses of magic, music and acting to his high-energy stand-up routine."
tid2764,Irreplaceable You,Movie,"Dramas, Romantic Movies",2018-02-16,TV-MA,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
tid2765,Chris Rock: Tamborine,Movie,Stand-Up Comedy,2018-02-14,TV-MA,"Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics."
tid2766,Love Per Square Foot,Movie,"Comedies, International Movies, Romantic Movies",2018-02-14,TV-14,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
tid2767,Seeing Allred,Movie,Documentaries,2018-02-09,TV-14,"Explore the public and private sides of feminist firebrand attorney Gloria Allred, who's battled some of the biggest names in politics and business."
tid2768,The Ritual,Movie,"Horror Movies, International Movies, Thrillers",2018-02-09,TV-MA,"Four friends with a long-standing – but strained – connection take a hiking trip into the Swedish wilderness, from which they may never return."
tid2769,When We First Met,Movie,"Comedies, Romantic Movies",2018-02-09,TV-14,"Using a magical photo booth that sends him back in time, Noah relives the night he met Avery over and over, trying to persuade her to fall for him."
tid2770,The Cloverfield Paradox,Movie,"Action & Adventure, Sci-Fi & Fantasy",2018-02-05,PG-13,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality."
tid2771,On Body and Soul,Movie,"Dramas, International Movies, Romantic Movies",2018-02-02,TV-MA,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
tid2772,The Bros,Movie,"Comedies, Dramas, International Movies",2018-02-02,TV-14,"Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family."
tid2773,Newness,Movie,"Dramas, Independent Movies, Romantic Movies",2018-02-01,TV-MA,"Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution."
tid2774,Expedition Happiness,Movie,"Documentaries, International Movies",2018-01-31,TV-PG,"A filmmaker and his musician girlfriend attempt an epic road trip with their dog, traveling across North America in a refurbished school bus."
tid2775,Jerry Seinfeld: I'm Telling You for the Last Time,Movie,Stand-Up Comedy,2018-01-30,TV-14,"Months after his classic TV sitcom ends, the legendary comic returns to his stand-up roots to deliver his best jokes on a sold-out international tour."
tid2776,Holy Camp!,Movie,"Comedies, Dramas, Faith & Spirituality",2018-01-29,TV-MA,"In this musical comedy, two rebellious teen girls who love electronic music have a life-changing brush with the divine at a camp run by nuns."
tid2777,A Futile and Stupid Gesture,Movie,Comedies,2018-01-26,TV-MA,"In a brief life full of triumph and failure, ""National Lampoon"" co-founder Doug Kenney built a comedy empire, molding pop culture in the 1970s."
